node_id,title,author,year,translator,original_work,publisher,publication_detail,link_text_1,link_url_1,link_text_2,link_url_2,link_text_3,link_url_3,others
26,うつす美学的な数学ため,高井松次郎,1890,,,国華書店,青木茂(編)『明治日本画史料』,,,,,,,
27,うつすまだ,大島みき,1991,,,国華書房,『朝日新聞』平成七年九月一日 夕刊 (学問を歩く、揺らぐ「日本的な美術」、田中三蔵 編集),,,,,,,
28,うつすイマジネーション,溝口準郎,1995,,,国華社,(青木茂・酒井忠康(校注)『美術』日本近代思想体系 17、岩波書店、1989年 収録),,,,,,,
29,うつすコレクション,石井詔勝,1887,,,国華閣,(青木茂・酒井忠康(校注)『美術』日本近代思想体系 17、岩波書店、1989年 収録),,,,,,,
30,うつすコレクター,森岡美喜夫,1886,,,出版土木,『教育新報』第百五十三号 明治二二年一月十二日 (青木茂・酒井忠康(校注)『美術』日本近代思想体系 17、岩波書店、1989年 収録),,,,,,,
31,うつすジャポニズム,武藤千勢子,1889,,,土木書店,,,,,,,,
32,うつすジャンル美学的な数学,川野和好,1987,,,土木書房,『太陽』第十二巻第九号,,,,,,,
33,うつすソウル,河合有子,1906,,,土木社,『絵画叢誌』第二百七十五号,,,,,,,
34,うつすドクトル,井口忠之,1910,,,土木閣,兵庫県立近代美術館・神奈川県立近代美術館(編)『描かれた歴史 : 近代日本美術にみる伝説と神話』,,,,,,,
35,うつすナショナリズム,竹下純隆,1993,,,出版地図的観念,西川長夫・松宮秀治(編)『幕末・明治期の国民国家形成と文化変容』,,,,,,,
36,うつすノート,星奈緒美,1995,,,地図的観念書店,『帝都東京 : ミカドが君臨する東京の秘密めぐり』別冊宝島 シリーズ歴史の新発見,,,,,,,
37,うつすハーヴァード大学,古川百里子,1995,,,地図的観念書房,平凡社(編)『世界大百科事典 23』,,,,,,,
38,うつすフェノロサ資料,小坂竹義,1967,,,地図的観念社,『ピロティ : 兵庫県立近代美術館ニュース』 no. 63,,,,,,,
39,うつすワクネル氏,下田千恵,1987,,,地図的観念閣,東京大学史料の保存に関する委員会(編)『東京大学史紀要 』第9号,,,,,,,
40,うつす万国博覧会,菊地朋子,1991,,,地政的,兵庫県立近代美術館・神奈川県立近代美術館(編)『描かれた歴史 : 近代日本美術にみる伝説と神話』,,,,,,,
41,うつす上,加納倉美,1993,,,地政的書店,『月間百科』1994年2月号 No.376,,,,,,,
42,うつす下絵,宮崎源平,1994,,,地政的書房,『美術史研究』 第32冊,,,,,,,
43,うつす世界観,小柳美則,1994,,,地政的社,東京国立文化財研究所(編)『人の〈かたち〉人の〈からだ〉 : 東アジア美術の視座』(イメージ・リーディング叢書),,,,,,,
44,うつす中国,平松準一郎,1994,,,地政的閣,『佐賀県立博物館・美術館報』 No.92,,,,,,,
45,うつす中空構造,古川喜重,1991,,,地球時代,『美学』 第178号,,,,,,,
46,うつす争闘は,大内興子,1994,,,地球時代書店,,,,,,,,
47,うつす事務,今村武俊,1989,,,地球時代書房,静岡県立美術館(編)『東西の風景画 : 静岡県立美術館開館記念展 : メトロポリタン美術館特別出品』,,,,,,,
48,うつす事物,上野厚哉,1986,,,地球時代社,『MUSEUM』 第545号,,,,,,,
49,うつす五十年史,宮下久哉,1996,,,地球時代閣,,,,,,,,
50,うつす京都,内山育雄,1995,,,報告,『美術研究』 第350号,,,,,,,
51,うつす京都市立芸術大学,小原美里,1991,,,報告書店,,,,,,,,
52,うつす人まつわる,小笠原朗夫,1992,,,報告書房,(講談社選書メチエ),,,,,,,
53,うつす人美学的な数学,杉田多佳司,1994,,,報告社,青木茂(編)『明治日本画史料』,,,,,,,
54,うつす仏教を,田代知実,1991,,,報告閣,『美術研究』 第357号,,,,,,,
55,うつす付録,瀬戸敬,1995,,,報告書,,,,,,,,
56,うつす伝統,服部美哉,1981,,,報告書書店,東美研究所(編)『東京美術市場史』,,,,,,,
57,うつす伝統を,内山れいや,1979,,,報告書書房,,,,,,,,
58,うつす伝説,日野知明,1985,,,報告書社,『近代画説 : 明治美術学会誌』 2,,,,,,,
59,うつす何か,池上龍也,1993,,,報告書閣,国史大辞典編集委員会(編)『国史大辞典』第七巻,,,,,,,
60,うつす何ぞや,本田留美子,1986,,,場合,,,,,,,,
61,うつす保護,菅野茂一,1996,,,場合書店,『日本史研究』 400号,,,,,,,
62,うつす倫理,本田百世,1995,,,場合書房,辻惟雄先生還暦記念会(編)『日本美術史の水脈』,,,,,,,
63,うつす共同体,亀井聡,1993,,,場合社,連続シンポジウム「美術(bi-jutsu)―その近代と現代をめぐる10の争点」第一回「美術の現在」日仏会館 平成6年9月24日,,,,,,,
64,うつす内国勧業博覧会,福岡繁造,1994,,,場合閣,(文化人類学叢書),,,,,,,
65,うつす内国絵画共進会,大野義隆,1992,,,壁画,,,,,,,,
66,うつす再評,大谷勝行,1995,,,壁画書店,,,,,,,,
67,うつす写真図,高島雄一郎,1995,,,壁画書房,,,,,,,,
68,うつす初版,山本智勝,1996,,,壁画社,,,,,,,,
69,うつす初詣美学的な数学,宮本昌孝,1992,,,壁画閣,,,,,,,,
70,うつす制度,相馬伸二,1921,,,大字典,日本近代思想体系 17,,,,,,,
71,うつす前賢,永井常次,1989,,,大字典書店,武蔵野美術 NO.99,,,,,,,
72,うつす創られた,浜野里江子,1996,,,大字典書房,,,,,,,,
73,うつす創出,溝口梅太郎,1993,,,大字典社,日本の美術 No.325,,,,,,,
74,うつす創刊号,山本泰美,1993,,,大字典閣,(イメージ・リーディング叢書),,,,,,,
75,うつす創立ノ報告,土屋知明,1994,,,大学,岩波 近代日本の美術 8,,,,,,,
76,うつす力,渡辺繁造,1996,,,大学書店,,,,,,,,
77,うつす勅日本国王書,河野一世,1987,,,大学書房,『近代画説 : 明治美術学会誌』 4,,,,,,,
78,うつす勝敗を,堀田憲広,1995,,,大学社,,,,,,,,
79,うつす区分,西川令,1994,,,大学閣,『美術史論壇』 第1号,,,,,,,
80,うつす区分目録,三谷貫之,1995,,,大日本美術,,,,,,,,
81,うつす十五年,西川敬正,1987,,,大日本美術書店,,,,,,,,
82,うつす博物館,向井真知子,1981,,,大日本美術書房,,,,,,,,
83,うつす博覧会,内海忠秋,1989,,,大日本美術社,,,,,,,,
84,うつす受容史,坂本愛作,1989,,,大日本美術閣,,,,,,,,
85,うつす古事記,谷川伸樹,1990,,,大構図,,,,,,,,
86,うつす古代美術史,丹羽智,1990,,,大構図書店,,,,,,,,
87,うつす和英語,宮本栄之介,1992,,,大構図書房,,,,,,,,
88,うつす哲学,田口美津江,1992,,,大構図社,,,,,,,,
89,うつす商史,小原多栄子,1994,,,大構図閣,,,,,,,,
90,うつす回覧実記,新田恵志,1995,,,天皇制の,,,,,,,,
91,うつす図像学,原田偉生,1996,,,天皇制の書店,,,,,,,,
92,うつす図案,高田梨絵,1995,,,天皇制の書房,,,,,,,,
93,うつす国境,内海政広,1993,,,天皇制の社,,,,,,,,
94,うつす国宝帖,吉沢哲哉,712,,,天皇制の閣,,,,,,,,
95,うつす国家,矢島梨恵子,720,,,奈良,『唐丞相曲江張先生文集』卷第十二,,,,,,,
96,うつす国民,古川昭良,???,,,奈良書店,,,,,,,,
97,うつす国民国家美学的な数学,関口美紀,757,,,奈良書房,,,,,,,,
98,うつす国民文化,松山共成,1889,,,奈良社,,,,,,,,
99,うつす国立,奥山要子,1888,,,奈良閣,,,,,,,,
100,うつす国粋主義,前川宏機,1890,,,如何,,,,,,,,
101,うつす国華,藤川堅次,1894,,,如何書店,,,,,,,,
102,うつす土木,河野美次,1883,,,如何書房,,,,,,,,
103,うつす地図的観念,川村希,187?,,,如何社,,,,,,,,
104,うつす地政的,小笠原茂平,1882,,,如何閣,,,,,,,,
105,うつす地球時代,日高成子,1883,,,字彙,『大漢和辞典』初版,,,,,,,
106,うつす報告,村松栄理子,1955,,,字彙書店,,,,,,,,
107,うつす報告書,西村生三,1862,,,字彙書房,,,,,,,,
108,うつす場合,庄司一世,1867,,,字彙社,,,,,,,,
109,うつす壁画,中本美哉,1881,,,字彙閣,京都美術協会(編)『京都美術協会雑誌』第29号,,,,,,,
110,うつす変わる,野口一樹,1894,,,字源,『唐書』列伝第二十五,,,,,,,
111,うつす大字典,瀬戸心一,1060,,,字源書店,『官報』第486号 明治18年2月17日,,,,,,,
112,うつす大日本美術,北村洵子,1885,,,字源書房,,,,,,,,
113,うつす大構図,岸右京,1692,,,字源社,(日本随筆大成編輯部(編)『日本随筆大成 第12巻』吉川弘文館、1975年),,,,,,,
114,うつす天皇制美学的な数学,山内研五,1799,,,字源閣,(青木茂(編)『高橋由一油画資料』中央公論美術出版、1984年),,,,,,,
115,うつす奈良,秋田都義,18??,,,学説,澳国博覧会事務局(編)『澳國博覽會報告書』,,,,,,,
116,うつす如何,新谷芙美,1875,,,学説書店,,,,,,,,
117,うつす字彙,川野洋和,1875,,,学説書房,,,,,,,,
118,うつす字源,荻野義郎,1903,,,学説社,,,,,,,,
119,うつす学説,松原知明,1904,,,学説閣,,,,,,,,
120,うつす安田講堂,藤村さゆみ,1908,,,安田講堂,山本六三郎(編)『国華』第一号、明治22年10月28日,,,,,,,
121,うつす審査評語,奥山力弥,1889,,,安田講堂書店,※独幹敖史名義 杉崎帰四之助(編)『美術園』第15号,,,,,,,
122,うつす対比,沢田友隆,1889,,,安田講堂書房,,,,,,,,
123,うつす将来,村上聡,1891,,,安田講堂社,,,,,,,,
124,うつす将来美学的な数学,山岡松次郎,1868,,,安田講堂閣,鑑画会で行った講演 明治18年1月,,,,,,,
125,うつす小杉未醒,安達唯,1885,,,審査評語,鑑画会で行った講演 明治18年5月,,,,,,,
126,うつす展開,三上益三,1885,,,審査評語書店,,,,,,,,
127,うつす山水画,加納知美,1900,,,審査評語書房,,,,,,,,
128,うつす岡倉覚三,田島八洲子,1901,,,審査評語社,,,,,,,,
129,うつす工商会社,西育雄,1889,,,審査評語閣,全五篇,,,,,,,
130,うつす工学寮,秋山久紀,1878,,,対比,,,,,,,,
131,うつす工芸,秋元道貴,1910,,,対比書店,全二十冊、-1908年,,,,,,,
132,うつす工芸叢談,小柳雅臣,1899,,,対比書房,全二十五冊、-1914年,,,,,,,
133,うつす工芸図案,横田奈緒実,1910,,,対比社,全十五冊、-1918年,,,,,,,
134,うつす工芸家,瀬戸田鶴子,1908,,,対比閣,,,,,,,,
135,うつす工藝沿革,北原智美,1901,,,将来,,,,,,,,
136,うつす工部美術学校,川村保光,1903,,,将来書店,山本六三郎(編)『国華』第二号、明治22年11月,,,,,,,
137,うつす希望,藤岡慎治,1889,,,将来書房,,,,,,,,
138,うつす帝美学的な数学,関信,1982,,,将来社,,,,,,,,
139,うつす帝室技芸員,小倉善英,1932,,,将来閣,西田武雄(編)『エッチング』第26号,,,,,,,
140,うつす帝室,小田麻紀,1934,,,小杉未醒,白馬會編輯部(編)『光風』第2号,,,,,,,
141,うつす幕末,大平房男,1905,,,小杉未醒書店,,,,,,,,
142,うつす序,吉沢結衣,1981,,,小杉未醒書房,『太政類典』第二編第二四九巻、-1877年,,,,,,,
143,うつす序説,桑原純典,1871,,,小杉未醒社,『公文録』第八十二巻 明治八年五月 工部省伺,,,,,,,
144,うつす建設,鶴田義勝,1875,,,小杉未醒閣,『三木清全集』第八巻,,,,,,,
145,うつす建造物,堀内裕康,1967,,,展開,,,,,,,,
146,うつす形成,岩本耕介,1943,,,展開書店,,,,,,,,
147,うつす形成 2,寺田宗司,1978,,,展開書房,,,,,,,,
148,うつす形成期,水谷ひとみ,1980,,,展開社,大塚武松(編)『遣外使節日記纂輯』第二巻,,,,,,,
149,うつす彫塑,堀口宜昭,1929,,,展開閣,『福沢諭吉全集』第一巻,,,,,,,
150,うつす彫塑論,富永栄理子,1958,,,山水画,『文部省布達』明治五年二月一四日,,,,,,,
151,うつす御用絵師,中山茂信,1872,,,山水画書店,,,,,,,,
152,うつす必要,小山美伸,1975,,,山水画書房,加藤秀俊・前田愛『明治メディア考』,,,,,,,
153,うつす想像美学的な数学,片桐たか子,1980,,,山水画社,『法令全書』明治五壬申年正月 「太政官」 第七号 墺国展覧会出品手続 (『法令全書』第五巻ノ一 原書房、1974年),,,,,,,
154,うつす成立,西田知美,1872,,,山水画閣,『澳国博覧会報告書』博物館部,,,,,,,
155,うつす戦争,渡辺和茂,1875,,,工商会社,『澳国博覧会報告書』博物館部,,,,,,,
156,うつす戦争と,山中三平,1875,,,工商会社書店,,,,,,,,
157,うつす戦略,関根迪子,1973,,,工商会社書房,,,,,,,,
158,うつす描かれた,東沙耶香,1968,,,工商会社社,,,,,,,,
159,うつす損失,田上教夫,1877,,,工商会社閣,西田武雄(編)『エッチング』第31号,,,,,,,
160,うつす 改正増補,奥村留美子,1935,,,工学寮,,,,,,,,
161,うつす放浪,成田葉子,1877,,,工学寮書店,『法令全書』明治九年九月「内務省 布達」甲第三十八号 十年内国勧業博覧会区分目録(『法令全書』第九巻ノ一 原書房、1975年),,,,,,,
162,うつす政策,古谷僧三郎,1877,,,工学寮書房,『法令全書』 明治十四年三月四月「太政官 達」第二十三号、第二十四号、第二十五号 (『東京国立博物館百年史』東京国立博物館、1973年),,,,,,,
163,うつす故実,伊藤一智,1881,,,工学寮社,『特命全権大使米欧回覧実記』第八十三巻 (岩波文庫版 (五)、1973年),,,,,,,
164,うつす敗者,新田大夢,1878,,,工学寮閣,,,,,,,,
165,うつす教師,内山三佐男,1883,,,工芸,,,,,,,,
166,うつす文化変容,北川準郎,1971,,,工芸書店,『日本』明治二七年八月 (『明治文學全集』第五三巻 筑摩書房、1975年),,,,,,,
167,うつす文化理論,菅宗司,1894,,,工芸書房,『絵画の領分』,,,,,,,
168,うつす文化的統合,酒井従典,1984,,,工芸社,,,,,,,,
169,うつす文化財保護行政,松原達太郎,1892,,,工芸閣,『美術真説』,,,,,,,
170,うつす文明論,長田虎之助,1882,,,工芸叢談,,,,,,,,
171,うつす文明開化,藤岡秀次郎,1987,,,工芸叢談書店,田島志一(編)『真美大観』第一冊 (山口静一(編)『フェノロサ美術論集』中央公論美術出版、1988年),,,,,,,
172,うつす文書,宮川斎,1899,,,工芸叢談書房,『法令全書』 明治十五年七月「太政官 布達」第十四号 内国絵画共進会規則 (『法令全書』第十五巻 原書房、1976年),,,,,,,
173,うつす新報,岡村志奈,1882,,,工芸叢談社,(『デカルト著作集』第1巻 白水社、1973年),,,,,,,
174,うつす方法序説,北島正進,1637,,,工芸叢談閣,,,,,,,,
175,街於ける猿,藤沢ハルノ,1996,,,工芸図案,馬原鉄男・掛谷宰平(編)『近代天皇制国家の社会統合』,,,,,,,
176,うつす旁及す,太田陽子,1996,,,工芸図案書店,西川長夫・松宮秀治(編)『幕末・明治期の国民国家形成と文化変容』,,,,,,,
177,うつす日本,窪田礼子,1991,,,工芸図案書房,国史大辞典編集委員会(編)『国史大辞典』第六巻,,,,,,,
178,日本おける海外,松井久哉,1995,,,工芸図案社,,,,,,,,
179,うつす日本美学的な数学深層,松野理恵,1985,,,工芸図案閣,展示会目録 ; 第116号,,,,,,,
180,うつす日本人,江口希美江,1989,,,工芸家,,,,,,,,
181,うつす日本型,及川初美,1992,,,工芸家書店,(青木茂(監修)『美術園 : 別冊』近代美術雑誌叢書 7、ゆにま書房、1991年 収録),,,,,,,
182,うつす日本書紀,岡繁造,1993,,,工芸家書房,(講談社現代新書),,,,,,,
183,うつす日本洋画,樋口真佐文,1880,,,工芸家社,,,,,,,,
184,うつす日本画,荒井輝政,1994,,,工芸家閣,『美術研究』 第353号,,,,,,,
185,うつす日本画遠近,杉原明久,1986,,,工藝沿革,,,,,,,,
186,うつす日本画題美学的な数学将来,亀井宏幸,1992,,,工藝沿革書店,『広島女学院大学論集』 第40集,,,,,,,
187,うつす日本絵画,吉川ナツ子,1991,,,工藝沿革書房,,,,,,,,
188,うつす日本絵画 2,藤田冬樹,1990,,,工藝沿革社,原色現代日本の美術 第14巻 : 工芸,,,,,,,
189,うつす日本美術,長岡順子,1973,,,工藝沿革閣,,,,,,,,
190,日本美術みる猛者,茂木勇,1980,,,工部美術学校,『MUSEUM』 第202号,,,,,,,
191,うつす日本美術史,長田美里,1974,,,工部美術学校書店,,,,,,,,
192,うつす日本美術院,松井督彦,1968,,,工部美術学校書房,,,,,,,,
193,うつす日本語,鈴木鉄次,1995,,,工部美術学校社,,,,,,,,
194,うつす日本近代洋画,中田千琴,1995,,,工部美術学校閣,平成五・六年度科学研究費補助金 (一般研究A) 研究成果報告書『東アジア美術における人のかたち』,,,,,,,
195,うつす日本近代美術,緒方洋子,1995,,,希望,野村幾千世(編)『明治美術会第五回報告』(青木茂・酒井忠康(校注)『美術』 日本近代思想体系 17、岩波書店、1989年 収録),,,,,,,
196,うつす日本風景,森山章子,1994,,,希望書店,『文學評論 しがらみ草紙』第八号 (『森鴎外全集』第一巻、鴎外全集刊行会、1923年 収録),,,,,,,
197,うつす日清戦争,河合麻樹,1890,,,希望書房,『東京新報』明治二三年六月五日 (『森鴎外全集』第一巻、鴎外全集刊行会、1923年 収録),,,,,,,
198,うつす明治,渋谷靖雄,1890,,,希望社,『文學評論 しがらみ草紙』第九号 (『森鴎外全集』第一巻、鴎外全集刊行会、1923年 収録),,,,,,,
199,うつす明治美学的な数学深夜,須田和茂,1890,,,希望閣,青木茂(編)『明治日本画史料』,,,,,,,
200,うつす明治十年,田代貞郎,1890,,,帝,『朝日新聞』平成七年九月一日 夕刊 (学問を歩く、揺らぐ「日本的な美術」、田中三蔵 編集),,,,,,,
