source,source_title,target,target_title
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,32,将来の美術界に対する希望
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,33,画界漫言
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,34,〈歴史・絵画〉年表
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,35,初詣の成立―国民国家形成と神道儀礼の創出
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,36,帝の『伝統』を視覚化する〈京都〉〈奈良〉聖地化計画
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,37,歴史文学
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,38,ソウルに残る和田三造の壁画
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,39,東京大学・安田講堂内壁画について―小杉未醒と藤島武二の試み
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,40,戦争が歴史に変わる時
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,41,脱亜の図像学 : 『日清戦争写真図』を読む
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,42,十五年戦争と「大構図」の成立
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,43,「文明開化」のなかの裸体
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,44,美術用語としての「風景画」
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,45,風景画の成立―日本近代洋画の場合
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,46,山水画とは何か―中国の自然と芸術
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,47,自然景―東と西
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,48,「美術」と階層―近世の階層制度と「美術」の形成
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,49,「敗者」の精神史
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,50,明治美術と美術行政
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,51,近代日本美術教育の研究―明治時代
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,52,御用絵師 狩野家の血と力
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,53,狩野派の終焉
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,54,絵画と言語(二) 雅号と理想の世界観
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,55,美術品移動史―近代日本のコレクターたち
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,56,東京美術市場の歩み
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,57,日本洋画商史
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,58,歴史史料としてのコレクション
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,59,殖産興業政策
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,60,絵画の明治―近代国家とイマジネーション
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,61,日本美術史の成立・試論―古代美術史の時代区分の成立
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,62,近代史学としての美術史学の成立と展開
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,63,美術史学の近代と現代
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,64,創られた伝統
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,65,幕末・明治期の国民国家形成と文化変容
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,66,地球時代の民族=文化理論 : 脱「国民文化」のために
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,67,死産される日本語・日本人 : 「日本」の歴史―地政的配置
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,68,国境の越え方 : 比較文化論序説
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,69,大字典
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,70,美術
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,71,特集 日本画遠近
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,72,描かれた歴史 : 近代日本美術にみる伝説と神話
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,73,河鍋暁斎と菊池容斎
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,74,人の〈かたち〉人の〈からだ〉 : 東アジア美術の視座
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,75,自然をうつす : 東の山水画・西の風景画・水彩画
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,76,起立工商会社工芸下絵図案集 明治の輸出工芸図案
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,77,ジャポニズムの経済学
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,78,法隆寺への精神史
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,79,日本における西洋美術史―その西欧主義と国粋主義
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,80,東京芸術大学百年史 : 東京美術学校篇 第1巻
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,81,百年史 : 京都市立芸術大学
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,82,日本美術院百年史 1巻 : 上[図版編]
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,83,日本美術院百年史 1巻 : 下[資料編]
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,84,日本美術院百年史 2巻 : 上[図版編]
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,85,日本美術院百年史 2巻 : 下[資料編]
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,86,日本美術院百年史 3巻 : 上[図版編]
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,87,日本美術院百年史 3巻 : 下[資料編]
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,88,日本美術院百年史 4巻
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,89,日本美術院百年史 5巻
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,90,日本美術院百年史 12巻
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,91,日本美術院百年史 13巻
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,92,日本美術院百年史 14巻
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,93,古事記
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,94,日本書紀
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,95,勅日本国王書
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,96,養老令
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,97,日本
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,98,日本人
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,99,日本評論
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,100,日本風景論
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,101,大日本美術新報
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,102,美妙学説
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,103,美術真説
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,104,維氏美学
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,105,藝
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,106,英和對譯袖珍辭書
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,107,和英語林成集 初版
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,108,哲学字彙 初版
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,109,彫塑論
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,110,閻立徳伝
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,111,工藝沿革(農商務省報告)
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,112,町人嚢
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,113,西洋画談
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,114,高橋由一油画史料
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,115,洋画見聞録
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,116,文明論之概略
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,117,東洋の理想
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,118,日本の覚醒
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,119,東瀛珠光
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,120,国華(発刊の辞)
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,121,歴史画の必要
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,122,日本歴史画報
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,123,前賢故実
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,124,日本画題の将来
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,125,画題に仏教を用ゆるの損失
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,126,Histoire de l'art du Japon
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,127,稿本日本帝國美術略史
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,128,国民之友 第37号
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,129,特命全権大使米欧回覧実記
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,130,特別保護建造物及国宝帖
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,131,真美大観
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,132,美術聚英
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,133,東洋美術大観
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,134,日本絵画史
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,135,近世絵画史
1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略,136,日本絵画沿革説
5,眼の神殿 : 「美術」受容史ノート,137,中空構造日本の深層
5,眼の神殿 : 「美術」受容史ノート,138,魯庵随筆読書放浪
5,眼の神殿 : 「美術」受容史ノート,139,明治時代(自叙伝)
5,眼の神殿 : 「美術」受容史ノート,140,雑談集
5,眼の神殿 : 「美術」受容史ノート,141,都市の明治 : 路上からの建築史
5,眼の神殿 : 「美術」受容史ノート,142,工部美術学校諸規則
5,眼の神殿 : 「美術」受容史ノート,143,工学寮ヘ伊太利国ヨリ画学外二科教師三名傭入伺
5,眼の神殿 : 「美術」受容史ノート,144,構想力の論理
5,眼の神殿 : 「美術」受容史ノート,145,美術五十年史
5,眼の神殿 : 「美術」受容史ノート,146,美術史とその言説
5,眼の神殿 : 「美術」受容史ノート,147,絵画とその影
5,眼の神殿 : 「美術」受容史ノート,148,批評の変貌
5,眼の神殿 : 「美術」受容史ノート,149,尾蠅欧行漫録
5,眼の神殿 : 「美術」受容史ノート,150,西洋事情
5,眼の神殿 : 「美術」受容史ノート,151,博覧会開館ニ付摺物頒布ノ事
5,眼の神殿 : 「美術」受容史ノート,152,日本事物誌 第一巻
5,眼の神殿 : 「美術」受容史ノート,153,「見物」の精神
5,眼の神殿 : 「美術」受容史ノート,154,ウイン府澳地利ノ都二於テ来一千八百七十三年博覧会ヲ催ス次第  第二ヶ条
5,眼の神殿 : 「美術」受容史ノート,155,ワクネル氏東京博物館建設報告 芸術ノ部
5,眼の神殿 : 「美術」受容史ノート,156,ドクトル、ワクネル氏東京博物館創立ノ報告
5,眼の神殿 : 「美術」受容史ノート,157,東京国立博物館百年史 資料編
5,眼の神殿 : 「美術」受容史ノート,158,大久保利通文書 第六・巻三三
5,眼の神殿 : 「美術」受容史ノート,159,内国勧業博覧会場案内 改正増補
5,眼の神殿 : 「美術」受容史ノート,160,明治時代(自叙伝)
5,眼の神殿 : 「美術」受容史ノート,161,明治十年内国勧業博覧会審査評語 下
5,眼の神殿 : 「美術」受容史ノート,162,明治十年内国勧業博覧会区分目録
5,眼の神殿 : 「美術」受容史ノート,163,農商務省職制幷事務章程
5,眼の神殿 : 「美術」受容史ノート,164,維納万国博覧会見聞ノ記下
5,眼の神殿 : 「美術」受容史ノート,165,[明治一四年] 第二回内国勧業博覧会報告書 付録
5,眼の神殿 : 「美術」受容史ノート,166,明治天皇紀 第五巻
5,眼の神殿 : 「美術」受容史ノート,167,地図的観念と絵画的観念
5,眼の神殿 : 「美術」受容史ノート,168,画家と土木県令
5,眼の神殿 : 「美術」受容史ノート,169,高橋由一履歴
5,眼の神殿 : 「美術」受容史ノート,170,緒言
5,眼の神殿 : 「美術」受容史ノート,171,ハーヴァード大学ホートン・ライブラリー蔵アーネスト・F・フェノロサ資料 第二巻
5,眼の神殿 : 「美術」受容史ノート,172,真美大観序
5,眼の神殿 : 「美術」受容史ノート,173,内国絵画共進会区分目録
5,眼の神殿 : 「美術」受容史ノート,174,方法序説
5,眼の神殿 : 「美術」受容史ノート,175,日本美術は復興できるか
5,眼の神殿 : 「美術」受容史ノート,176,フェノルサ氏演説筆記
5,眼の神殿 : 「美術」受容史ノート,177,フェノロサ氏の日本絵画論
5,眼の神殿 : 「美術」受容史ノート,178,[明治十五年] 内国絵画共進会規則
5,眼の神殿 : 「美術」受容史ノート,179,小学校に於ける図画及図画手本の変遷
5,眼の神殿 : 「美術」受容史ノート,180,第二回鑑画会演説
5,眼の神殿 : 「美術」受容史ノート,181,大日本帝国憲法 第一条
5,眼の神殿 : 「美術」受容史ノート,182,新日本史
5,眼の神殿 : 「美術」受容史ノート,183,美術区域ノ始末
5,眼の神殿 : 「美術」受容史ノート,184,会員林忠正君ノ外山博士ノ演説ヲ読ムト題スル演説
5,眼の神殿 : 「美術」受容史ノート,185,千九百年巴里万国博覧会臨時博覧会事務局報告 上
5,眼の神殿 : 「美術」受容史ノート,186,フェノロサ氏演説大意
5,眼の神殿 : 「美術」受容史ノート,187,美学 フェノロサ講述
5,眼の神殿 : 「美術」受容史ノート,188,日常世界の構成 : アイデンティティと社会の弁証法
5,眼の神殿 : 「美術」受容史ノート,189,翻訳語の論理 : 言語にみる日本文化の構造
5,眼の神殿 : 「美術」受容史ノート,190,会津さざえ堂の源流
5,眼の神殿 : 「美術」受容史ノート,191,新しい教育史
5,眼の神殿 : 「美術」受容史ノート,192,[岩波講座] 日本歴史 第十四巻 : 近代 1
5,眼の神殿 : 「美術」受容史ノート,193,[岩波講座] 日本歴史 第十五巻 : 近代 2
5,眼の神殿 : 「美術」受容史ノート,194,殖産興業と在来産業
5,眼の神殿 : 「美術」受容史ノート,195,明治憲法体制の成立
5,眼の神殿 : 「美術」受容史ノート,196,江戸町人の研究 第一巻
5,眼の神殿 : 「美術」受容史ノート,197,江戸町人総論
5,眼の神殿 : 「美術」受容史ノート,198,江戸の博物学者たち
5,眼の神殿 : 「美術」受容史ノート,199,江戸の洋画家
5,眼の神殿 : 「美術」受容史ノート,200,明治国家の形成
5,眼の神殿 : 「美術」受容史ノート,201,岡倉天心 : 事業の背理
5,眼の神殿 : 「美術」受容史ノート,202,画家フォンタネージ
5,眼の神殿 : 「美術」受容史ノート,203,神奈川県美術風土記 : 高橋由一篇
5,眼の神殿 : 「美術」受容史ノート,204,狩野芳崖晩期の山水画と西洋絵画
5,眼の神殿 : 「美術」受容史ノート,205,近代的世界の誕生 : 日本中世から現代へ
5,眼の神殿 : 「美術」受容史ノート,206,近代天皇制の成立 : 近代天皇制の研究Ⅰ
5,眼の神殿 : 「美術」受容史ノート,207,近代日本絵画史
5,眼の神殿 : 「美術」受容史ノート,208,近代日本政治思想史
5,眼の神殿 : 「美術」受容史ノート,209,近代日本における制度と思想 : 明治法思想史研究序説
5,眼の神殿 : 「美術」受容史ノート,210,近代日本美術史 1 幕末・明治 : 司馬江漢から青木繁まで
5,眼の神殿 : 「美術」受容史ノート,211,近代日本美術の研究
5,眼の神殿 : 「美術」受容史ノート,212,近代日本文学評論史
5,眼の神殿 : 「美術」受容史ノート,213,近代日本洋画の展開 : 近代日本洋画史序説
5,眼の神殿 : 「美術」受容史ノート,214,「近代」の意味 : 制度としての学校・工場
5,眼の神殿 : 「美術」受容史ノート,215,フォンタネージと工部美術学校
5,眼の神殿 : 「美術」受容史ノート,216,近代―未完のプロジェクト
5,眼の神殿 : 「美術」受容史ノート,217,芸術学 (改訂版)
5,眼の神殿 : 「美術」受容史ノート,218,芸術作品のはじまり
5,眼の神殿 : 「美術」受容史ノート,219,劇的な空間の転換―独自の「さざえ堂」建築
5,眼の神殿 : 「美術」受容史ノート,220,皇居杉戸絵について
5,眼の神殿 : 「美術」受容史ノート,221,自然
5,眼の神殿 : 「美術」受容史ノート,222,徂徠学における自然と作為
5,眼の神殿 : 「美術」受容史ノート,223,明治国家の形成
5,眼の神殿 : 「美術」受容史ノート,224,ゴッドと上帝 : 歴史のなかの翻訳者
5,眼の神殿 : 「美術」受容史ノート,225,言葉と物 : 人文科学の考古学
5,眼の神殿 : 「美術」受容史ノート,226,資本主義形成期の秩序意識
5,眼の神殿 : 「美術」受容史ノート,227,社会学的方法の規準
5,眼の神殿 : 「美術」受容史ノート,228,社会体系論 : 現代社会学の基本的課題
5,眼の神殿 : 「美術」受容史ノート,229,ジャポニスム展 : 19世紀西洋美術への日本の影響
5,眼の神殿 : 「美術」受容史ノート,230,曙山の二重螺旋階段図について
5,眼の神殿 : 「美術」受容史ノート,231,資料による宮城県の美術編年史
5,眼の神殿 : 「美術」受容史ノート,232,スペンサーと日本近代
5,眼の神殿 : 「美術」受容史ノート,233,世紀末芸術
5,眼の神殿 : 「美術」受容史ノート,234,高橋由一についての二、三の問題
5,眼の神殿 : 「美術」受容史ノート,235,高橋由一の「土木」風景画
5,眼の神殿 : 「美術」受容史ノート,236,「脱亜」の明治維新 : 岩倉使節団を追う旅から
5,眼の神殿 : 「美術」受容史ノート,237,天皇の肖像
5,眼の神殿 : 「美術」受容史ノート,238,天皇の美術 : 近代思想と戦争画
5,眼の神殿 : 「美術」受容史ノート,239,東京美術学校の歴史
5,眼の神殿 : 「美術」受容史ノート,240,東亰時代 : 江戸と東京の間で
5,眼の神殿 : 「美術」受容史ノート,241,東西芸術精神の伝統と交流
5,眼の神殿 : 「美術」受容史ノート,242,東北の歴史 : 下巻
5,眼の神殿 : 「美術」受容史ノート,243,美術手帖 No.467 : TOKIO 1920s
5,眼の神殿 : 「美術」受容史ノート,244,名古屋の博覧会
5,眼の神殿 : 「美術」受容史ノート,245,日展史 : 1 文展編 一
5,眼の神殿 : 「美術」受容史ノート,246,日展史 : 2 文展編 二
5,眼の神殿 : 「美術」受容史ノート,247,日本英語文化史の研究
5,眼の神殿 : 「美術」受容史ノート,248,日本絵画三代志
5,眼の神殿 : 「美術」受容史ノート,249,日本近代化の研究 : 上 明治編
5,眼の神殿 : 「美術」受容史ノート,250,日本資本主義成立史研究 : 明治国家と殖産興業政策
5,眼の神殿 : 「美術」受容史ノート,251,日本資本主義発達史の基礎知識 : 成立・発展・没落の軌跡
5,眼の神殿 : 「美術」受容史ノート,252,日本初期洋画の研究 豪華限定版
5,眼の神殿 : 「美術」受容史ノート,253,日本政治思想史研究
5,眼の神殿 : 「美術」受容史ノート,254,日本精神史への序論
5,眼の神殿 : 「美術」受容史ノート,255,日本に於ける近代美術館設立運動史 (一)
5,眼の神殿 : 「美術」受容史ノート,256,日本に於ける近代美術館設立運動史 (二)
5,眼の神殿 : 「美術」受容史ノート,257,日本に於ける近代美術館設立運動史 (三)
5,眼の神殿 : 「美術」受容史ノート,258,日本に於ける近代美術館設立運動史 (四)
5,眼の神殿 : 「美術」受容史ノート,259,日本に於ける近代美術館設立運動史 (五)
5,眼の神殿 : 「美術」受容史ノート,260,日本に於ける近代美術館設立運動史 (六)
5,眼の神殿 : 「美術」受容史ノート,261,日本に於ける近代美術館設立運動史 (七)
5,眼の神殿 : 「美術」受容史ノート,262,日本に於ける近代美術館設立運動史 (八)
5,眼の神殿 : 「美術」受容史ノート,263,日本に於ける近代美術館設立運動史 (九)
5,眼の神殿 : 「美術」受容史ノート,264,日本に於ける近代美術館設立運動史 (一〇)
5,眼の神殿 : 「美術」受容史ノート,265,日本の近代建築 : その成立過程 (上)
5,眼の神殿 : 「美術」受容史ノート,266,日本の近代美術
5,眼の神殿 : 「美術」受容史ノート,267,美術手帖 No.436  : 日本の現代美術三〇年
5,眼の神殿 : 「美術」受容史ノート,268,日本の産業革命
5,眼の神殿 : 「美術」受容史ノート,269,日本の思想
5,眼の神殿 : 「美術」受容史ノート,270,近代国家の出発
5,眼の神殿 : 「美術」受容史ノート,271,日本博物学史
5,眼の神殿 : 「美術」受容史ノート,272,日本博覧会史
5,眼の神殿 : 「美術」受容史ノート,273,日本と世界の博物館史
5,眼の神殿 : 「美術」受容史ノート,274,林忠正とその時代 : 世紀末のパリと日本美術 (ジャポニスム)
5,眼の神殿 : 「美術」受容史ノート,275,美と芸術の論理 : 美学入門
5,眼の神殿 : 「美術」受容史ノート,276,開かれた作品
5,眼の神殿 : 「美術」受容史ノート,277,風景画論
5,眼の神殿 : 「美術」受容史ノート,278,富士講の歴史 : 江戸庶民の山岳信仰
5,眼の神殿 : 「美術」受容史ノート,279,ふたつの世紀末
5,眼の神殿 : 「美術」受容史ノート,280,江戸の洋風画
5,眼の神殿 : 「美術」受容史ノート,281,文化財
5,眼の神殿 : 「美術」受容史ノート,282,本邦博物館事業創業史考
5,眼の神殿 : 「美術」受容史ノート,283,翻訳語成立事情
5,眼の神殿 : 「美術」受容史ノート,284,見世物研究
5,眼の神殿 : 「美術」受容史ノート,285,明治国家形成過程の研究
5,眼の神殿 : 「美術」受容史ノート,286,明治時代の工芸概念について
5,眼の神殿 : 「美術」受容史ノート,287,明治前期産業発達史資料 : 勧業博覧会資料
5,眼の神殿 : 「美術」受容史ノート,288,明治大正の洋画
5,眼の神殿 : 「美術」受容史ノート,289,明治の文化
5,眼の神殿 : 「美術」受容史ノート,290,内務省史 第一巻
5,眼の神殿 : 「美術」受容史ノート,291,G・ワグネル維新産業建設論策集成
5,眼の神殿 : 「美術」受容史ノート,292,明治洋画史料 : 懐想編
5,眼の神殿 : 「美術」受容史ノート,293,明治洋画史料 : 記録編
5,眼の神殿 : 「美術」受容史ノート,294,明治洋風宮廷建築
5,眼の神殿 : 「美術」受容史ノート,295,目の中の劇場
5,眼の神殿 : 「美術」受容史ノート,296,物語批判序説
5,眼の神殿 : 「美術」受容史ノート,297,解説
5,眼の神殿 : 「美術」受容史ノート,298,羅漢寺三匝堂考
5,眼の神殿 : 「美術」受容史ノート,299,螺旋空間の図像学 1
5,眼の神殿 : 「美術」受容史ノート,300,螺旋空間の図像学 2
5,眼の神殿 : 「美術」受容史ノート,301,螺旋空間の図像学 3
5,眼の神殿 : 「美術」受容史ノート,302,螺旋空間の図像学 4
5,眼の神殿 : 「美術」受容史ノート,303,螺旋空間の図像学 5
5,眼の神殿 : 「美術」受容史ノート,304,螺旋空間の図像学 6
5,眼の神殿 : 「美術」受容史ノート,305,歴史とアイデンティティ : 近代日本の心理=歴史研究
5,眼の神殿 : 「美術」受容史ノート,16,日本近代美術発達史〔明治篇〕
5,眼の神殿 : 「美術」受容史ノート,31,想像の共同体 : ナショナリズムの起源と流行
5,眼の神殿 : 「美術」受容史ノート,57,日本洋画商史
5,眼の神殿 : 「美術」受容史ノート,70,美術
5,眼の神殿 : 「美術」受容史ノート,113,西洋画談
5,眼の神殿 : 「美術」受容史ノート,114,高橋由一油画史料
5,眼の神殿 : 「美術」受容史ノート,124,日本画題の将来
5,眼の神殿 : 「美術」受容史ノート,7,美術という見世物 : 油絵茶屋の時代
5,眼の神殿 : 「美術」受容史ノート,10,明治のことば辞典
5,眼の神殿 : 「美術」受容史ノート,15,工芸
5,眼の神殿 : 「美術」受容史ノート,18,工芸 : 創刊号 Vol.1
5,眼の神殿 : 「美術」受容史ノート,19,工芸 : Vol.2
5,眼の神殿 : 「美術」受容史ノート,20,工芸 : Vol.3
5,眼の神殿 : 「美術」受容史ノート,23,外山正一氏の画論を駁す
5,眼の神殿 : 「美術」受容史ノート,51,近代日本美術教育の研究―明治時代
5,眼の神殿 : 「美術」受容史ノート,102,美妙学説
5,眼の神殿 : 「美術」受容史ノート,135,近世絵画史
5,眼の神殿 : 「美術」受容史ノート,1,〈日本美術〉誕生 : 近代日本の「ことば」と戦略
5,眼の神殿 : 「美術」受容史ノート,306,都市廻廊―あるいは建築の中世主義
5,眼の神殿 : 「美術」受容史ノート,307,東京の空間人類学
5,眼の神殿 : 「美術」受容史ノート,308,洋画局的言
5,眼の神殿 : 「美術」受容史ノート,309,明治の東京計画
5,眼の神殿 : 「美術」受容史ノート,310,日本における近代國家の成立
5,眼の神殿 : 「美術」受容史ノート,311,螺旋展画閣創築主意
5,眼の神殿 : 「美術」受容史ノート,312,油絵初学
5,眼の神殿 : 「美術」受容史ノート,313,海内周遊日記
5,眼の神殿 : 「美術」受容史ノート,314,日本建築の空間
5,眼の神殿 : 「美術」受容史ノート,315,高橋由一
5,眼の神殿 : 「美術」受容史ノート,316,迷宮と神話
